Timestamp,Πόσα χρόνια δουλεύεις επαγγελματικά ως προγραμματιστής;,Με τι είδος development ασχολείσαι επαγγελματικά αυτή την περίοδο;,Σε ποιες γλώσσες προγραμματισμού δουλεύεις  επαγγελματικά αυτή την περίοδο;,Τι μέγεθος είναι η εταιρεία που δουλεύεις;,Ποιος είναι ο τρόπος εργασίας;,Έχεις άτομα υπό την επίβλεψη σου;,Έχεις προσωπικά projects ή κάνεις freelancing πέρα από την κύρια εργασία σου;,Σε ποια πόλη μένεις;,Σε ποια πόλη δουλεύεις;,Φύλλο;,Ποιος είναι ο ετήσιος καθαρός μισθός σου;
8/4/2020 20:54:12,4-5,AI / ML,"Java, Python, R, Scala",51-100,Στον χώρο του εργοδότη,Όχι,Ναι,Αθήνα,,Άντρας,30000
8/4/2020 21:21:27,1-3,Cybersecurity,"C, C++, Python, JavaScript, Assembly",101-200,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,25000
8/4/2020 21:40:27,1-3,Backend,Java,<10,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,18000
8/4/2020 22:26:19,1-3,Backend,Java,11-50,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,15000
8/4/2020 23:11:50,4-5,DevOps,"Python, Ruby, Go",201-500,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,20500
8/4/2020 23:37:27,1-3,"DevOps, Backend","Java, Python",<10,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,16500
8/5/2020 0:01:44,1-3,Desktop apps,"Java, JavaScript",11-50,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,15000
8/5/2020 0:18:00,1-3,Mobile apps,Kotlin,101-200,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,14500
8/5/2020 10:55:04,1-3,Backend,Java,101-200,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,16300
8/5/2020 11:05:08,4-5,Mobile apps,Kotlin,51-100,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,18500
8/5/2020 12:07:29,1-3,Backend,C#,501+,Στον χώρο του εργοδότη,Ναι,Όχι,Αθήνα,,Άντρας,12400
8/5/2020 12:10:17,1-3,"Backend, Frontend","Java, JavaScript",201-500,Και τα δύο,Όχι,Ναι,Αθήνα,Αθήνα,Άντρας,11000
8/5/2020 12:12:49,1-3,Databases,PL/SQL,51-100,Και τα δύο,Όχι,Ναι,Αθήνα,Αθήνα,Άντρας,10000
8/5/2020 12:18:52,1-3,"Backend, Frontend","Java, Python, JavaScript",101-200,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,16700
8/5/2020 12:20:23,4-5,"Backend, Frontend","JavaScript, PHP",11-50,Και τα δύο,Ναι,Ναι,Πάτρα,Πάτρα,Άντρας,19.6
8/5/2020 12:34:19,1-3,Backend,"Java, JavaScript",201-500,Στον χώρο του εργοδότη,Όχι,Ναι,Αθήνα,Αθήνα,Άντρας,9800
8/5/2020 12:36:24,6-10,"Backend, Frontend","JavaScript, PHP",<10,Απομακρυσμένα,Ναι,Όχι,Πάτρα,Αθήνα,Άντρας,1500
8/5/2020 12:55:55,1-3,"DevOps, Backend",JavaScript,<10,Απομακρυσμένα,Όχι,Ναι,Ηράκλειο,Cambridge,Άντρας,860 για 32 ωρες τη βδομαδα
8/5/2020 13:04:00,1-3,"Backend, Frontend",Java,201-500,Και τα δύο,Όχι,Όχι,Ιωάννινα,Ιωάννινα,Άντρας,13532
8/5/2020 13:08:17,1-3,Backend,"C#, Python, JavaScript",51-100,Στον χώρο του εργοδότη,Όχι,Ναι,Θεσσαλονίκη,Θεσσαλονίκη,Άντρας,700
8/5/2020 13:38:24,4-5,Backend,"Java, C",201-500,Και τα δύο,Όχι,Όχι,Αθήνα,Αθήνα,Άντρας,18500
8/5/2020 13:59:27,1-3,Mobile apps,Java,11-50,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,17200
8/5/2020 14:14:13,1-3,DevOps,"Python, Ruby, Go, Bash",201-500,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,17300
8/5/2020 14:22:00,Δε δουλεύω ακόμα,"Backend, Frontend","JavaScript, PHP",<10,Στον χώρο του εργοδότη,Όχι,Όχι,Θεσσαλονίκη,Θεσσαλονίκη,Άντρας,"11,200"
8/5/2020 14:25:23,4-5,"Backend, Frontend",Java,11-50,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,20000
8/5/2020 14:47:47,1-3,AI / ML,Python,11-50,Στον χώρο του εργοδότη,Όχι,Ναι,Αθήνα,,Άντρας,21500
8/5/2020 14:58:11,4-5,Cybersecurity,"C, Python, Assembly",51-100,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,35000
8/5/2020 15:21:02,6-10,"Backend, Desktop apps",Java,11-50,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,23000
8/5/2020 15:23:35,1-3,Frontend,"Python, JavaScript, PHP, R",<10,Απομακρυσμένα,Όχι,Ναι,Ιωάννινα,Θεσσαλονίκη,Γυναίκα,16
8/5/2020 15:31:02,4-5,DevOps,"Python, Go, Bash",501+,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,23000
8/5/2020 15:36:33,1-3,Backend,C#,101-200,Και τα δύο,Όχι,Ναι,Αθήνα,Αθήνα,Άντρας,11.9
8/5/2020 15:47:45,6-10,"DevOps, Mobile apps","C++, Python",11-50,Και τα δύο,Ναι,Ναι,Ηράκλειο,Ηράκλειο,Άντρας,30.00€
8/5/2020 15:57:40,1-3,Backend,Java,<10,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,15800
8/5/2020 16:28:19,1-3,Backend,Java,101-200,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,16000
8/5/2020 16:37:33,1-3,"Backend, Frontend","JavaScript, PHP",51-100,Και τα δύο,Όχι,Όχι,London,London,Άντρας,44000
8/5/2020 17:12:36,4-5,Backend,PHP,51-100,Και τα δύο,Όχι,Όχι,Malmö - Sweden,,Άντρας,66000
8/5/2020 17:26:25,1-3,Desktop apps,"Java, C#",201-500,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,16200
8/5/2020 18:18:05,4-5,"Backend, Frontend","Python, JavaScript, PHP",<10,Και τα δύο,Όχι,Ναι,Θεσσαλονίκη,Θεσσαλονίκη,Άντρας,9500
8/5/2020 18:24:09,Δε δουλεύω ακόμα,Frontend,"JavaScript, PHP, Visual Basic",<10,Απομακρυσμένα,Όχι,Όχι,Θεσσαλονίκη,Θεσσαλονίκη,Γυναίκα,4500
8/5/2020 18:31:51,4-5,DevOps,"Python, Bash",51-100,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,18500
8/5/2020 19:34:04,1-3,Backend,Java,101-200,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,16200
8/5/2020 20:44:20,1-3,Backend,Python,<10,Στον χώρο του εργοδότη,Όχι,Ναι,Αθήνα,Αθήνα,Άντρας,750 * 14
8/5/2020 20:51:09,11+,"DevOps, Backend, Data ETLs","Python, PHP, Salesforce APEX (Java)",51-100,Απομακρυσμένα,Όχι,Ναι,Αθήνα,Αθήνα,Άντρας,21000
8/5/2020 21:21:36,1-3,Backend,"C, C++, TCL",501+,Στον χώρο του εργοδότη,Όχι,Ναι,Αθήνα,Αθήνα,Άντρας,17120
8/6/2020 0:25:38,1-3,Backend,Java,51-100,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,17100
8/6/2020 0:27:06,1-3,Desktop apps,Java,<10,Στον χώρο του εργοδότη,Όχι,Όχι,Berlin,Berlin,Άντρας,19500
8/6/2020 1:12:49,1-3,DevOps,"Python, Ruby",11-50,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,17000
8/6/2020 2:37:05,1-3,Backend,Java,201-500,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,15700
8/6/2020 10:41:28,1-3,"Backend, Frontend","C#, JavaScript",11-50,Στον χώρο του εργοδότη,Όχι,Όχι,Ιωάννινα,Ιωάννινα,Άντρας,12000
8/6/2020 14:08:12,1-3,Backend,Java,201-500,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,15000
8/6/2020 14:55:35,4-5,"Backend, Mobile apps","Java, Kotlin",<10,Στον χώρο του εργοδότη,Ναι,Όχι,Αθήνα,,Άντρας,18000
8/6/2020 15:47:54,1-3,Backend,Java,501+,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,16900
8/6/2020 16:21:05,6-10,"Backend, Frontend","Java, PHP",101-200,Στον χώρο του εργοδότη,Ναι,Όχι,Αθήνα,,Άντρας,30000
8/6/2020 17:37:38,11+,Backend,Java,201-500,Στον χώρο του εργοδότη,Ναι,Όχι,Αθήνα,,Άντρας,48000
8/6/2020 18:19:58,1-3,Backend,Java,501+,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,14800
8/6/2020 19:51:43,1-3,Mobile apps,Kotlin,201-500,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,16200
8/6/2020 20:17:37,1-3,Backend,PHP,51-100,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,Αθήνα,Άντρας,16800
8/6/2020 20:55:29,1-3,Mobile apps,"Java, Kotlin",51-100,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,16000
8/6/2020 21:05:55,4-5,Desktop apps,Java,<10,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,17500
8/6/2020 22:25:24,1-3,"Backend, Frontend","Python, JavaScript",11-50,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,15000
8/6/2020 23:57:07,1-3,Backend,Java,201-500,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,14800
8/7/2020 0:27:57,4-5,AI / ML,"Python, JavaScript, PHP",<10,Και τα δύο,Όχι,Ναι,Ιωάννινα,Ιωάννινα,Άντρας,850
8/7/2020 1:09:02,4-5,"Backend, Frontend","Java, Python",11-50,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,18200
8/7/2020 2:05:29,4-5,"Backend, Frontend",Java,51-100,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,19500
8/7/2020 2:17:02,1-3,"Mobile apps, Desktop apps",Java,11-50,Στον χώρο του εργοδότη,Όχι,Ναι,Αθήνα,,Άντρας,15300
8/7/2020 3:04:30,4-5,DevOps,"Python, Ruby, Go",201-500,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,18400
8/7/2020 12:43:11,1-3,Backend,Java,201-500,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,15300
8/7/2020 13:00:03,4-5,Backend,Java,11-50,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,19500
8/7/2020 13:29:14,6-10,Mobile apps,"Java, Kotlin",101-200,Στον χώρο του εργοδότη,Ναι,Όχι,Αθήνα,,Άντρας,27300
8/7/2020 15:18:42,6-10,DevOps,"Python, Ruby, Go, Bash",501+,Στον χώρο του εργοδότη,Ναι,Όχι,Αθήνα,,Άντρας,31000
8/7/2020 17:17:50,1-3,Backend,Java,101-200,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,14900
8/7/2020 19:47:06,1-3,Mobile apps,"Java, Kotlin",11-50,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,15300
8/7/2020 20:06:30,6-10,Mobile apps,Kotlin,101-200,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,18400
8/7/2020 20:22:04,1-3,Desktop apps,"JavaScript, Node.js",<10,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,14700
8/7/2020 20:58:47,1-3,DevOps,"Python, Bash",11-50,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,16700
8/7/2020 21:59:09,1-3,Backend,Java,501+,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,17400
8/8/2020 0:11:43,1-3,Mobile apps,Java,51-100,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,15900
8/8/2020 1:04:39,1-3,"Backend, Frontend","Python, JavaScript",11-50,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,17200
8/8/2020 1:55:39,1-3,Backend,Java,<10,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,18000
8/8/2020 11:50:10,1-3,Backend,Java,201-500,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,15600
8/8/2020 12:03:33,4-5,Mobile apps,Kotlin,51-100,Στον χώρο του εργοδότη,Ναι,Όχι,Αθήνα,,Άντρας,19700
8/8/2020 12:25:20,1-3,"Backend, Frontend","Java, JavaScript",11-50,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,16200
8/8/2020 12:49:32,1-3,"DevOps, Backend, Frontend","Python, JavaScript",51-100,Στον χώρο του εργοδότη,Όχι,Ναι,Αθήνα,Αθήνα,Άντρας,7000
8/8/2020 13:26:12,6-10,"DevOps, Backend, Desktop apps","Java, Python",11-50,Στον χώρο του εργοδότη,Ναι,Όχι,Αθήνα,,Άντρας,31700
8/8/2020 13:54:18,1-3,Frontend,JavaScript,101-200,Στον χώρο του εργοδότη,Όχι,Ναι,Αθήνα,,Άντρας,13500
8/8/2020 14:32:06,11+,Backend,Java,201-500,Στον χώρο του εργοδότη,Ναι,Όχι,Αθήνα,,Άντρας,53000
8/8/2020 15:12:53,1-3,DevOps,"Python, Go, Bash",101-200,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,16900
8/8/2020 15:47:41,1-3,Desktop apps,Java,501+,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,16800
8/8/2020 16:50:23,4-5,Backend,Java,11-50,Στον χώρο του εργοδότη,Όχι,Ναι,Αθήνα,,Άντρας,18200
8/8/2020 18:23:18,1-3,Mobile apps,Kotlin,11-50,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,17400
8/8/2020 18:56:53,4-5,DevOps,"C, Python, Bash",201-500,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,20500
8/8/2020 19:37:22,6-10,Mobile apps,"Java, Kotlin",11-50,Στον χώρο του εργοδότη,Ναι,Όχι,Αθήνα,,Άντρας,29300
8/8/2020 20:08:20,1-3,Backend,Java,201-500,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,16500
8/8/2020 21:13:30,1-3,DevOps,"Python, Bash",201-500,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,16200
8/8/2020 21:42:25,4-5,"Backend, Frontend","Java, JavaScript",101-200,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,22000
8/8/2020 22:21:12,1-3,Desktop apps,Java,<10,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,14300
8/9/2020 1:12:39,1-3,Backend,Java,201-500,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,14800
8/9/2020 13:31:31,1-3,Backend,Java,101-200,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,15200
8/9/2020 13:43:02,4-5,Desktop apps,Java,11-50,Στον χώρο του εργοδότη,Ναι,Όχι,Αθήνα,,Άντρας,17800
8/9/2020 15:23:09,1-3,Mobile apps,"Java, Kotlin",101-200,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,16700
8/9/2020 15:41:31,6-10,AI / ML,"Python, R, Scala",51-100,Στον χώρο του εργοδότη,Ναι,Όχι,Αθήνα,,Άντρας,36000
8/9/2020 16:00:51,1-3,DevOps,"Python, Go",101-200,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,16600
8/9/2020 17:05:01,1-3,Mobile apps,Java,11-50,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,15100
8/9/2020 18:04:34,1-3,Backend,Java,101-200,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,15000
8/9/2020 18:56:54,4-5,Backend,Java,201-500,Στον χώρο του εργοδότη,Ναι,Όχι,Αθήνα,,Άντρας,19600
8/9/2020 21:04:41,11+,Backend,Java,201-500,Στον χώρο του εργοδότη,Ναι,Όχι,Αθήνα,,Άντρας,54000
8/9/2020 22:05:39,1-3,Backend,Java,11-50,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,15700
8/10/2020 3:08:10,1-3,Backend,Java,201-500,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,15800
8/10/2020 16:24:51,1-3,DevOps,"Python, Ruby, Bash",201-500,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,17500
8/10/2020 17:38:26,4-5,Backend,Java,11-50,Στον χώρο του εργοδότη,Ναι,Όχι,Αθήνα,,Άντρας,21000
8/10/2020 18:26:06,6-10,"Backend, Frontend","Java, JavaScript",51-100,Στον χώρο του εργοδότη,Ναι,Όχι,Αθήνα,,Άντρας,18600
8/10/2020 19:09:25,4-5,Mobile apps,Kotlin,11-50,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,19600
8/11/2020 0:14:14,4-5,Backend,"Java, Python",101-200,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,16200
8/11/2020 2:28:49,4-5,Mobile apps,"Java, Kotlin",201-500,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,18700
8/11/2020 3:59:11,1-3,"Backend, Frontend","Java, JavaScript",11-50,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,17800
8/11/2020 12:49:16,6-10,Backend,"JavaScript, Ruby",101-200,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,Αθήνα,Άντρας,22500
8/11/2020 14:21:06,1-3,Backend,Java,11-50,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,15400
8/11/2020 15:25:59,4-5,Backend,Java,101-200,Στον χώρο του εργοδότη,Ναι,Όχι,Αθήνα,,,22000
8/11/2020 17:34:37,1-3,Mobile apps,Java,11-50,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,15600
8/11/2020 18:29:52,4-5,"Backend, Frontend","Java, JavaScript",51-100,Στον χώρο του εργοδότη,Ναι,Όχι,Αθήνα,,Άντρας,23200
8/11/2020 19:39:31,4-5,"DevOps, Desktop apps","Java, Python, Bash",51-100,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,21700
8/11/2020 20:22:10,6-10,"Backend, Frontend","Java, Python, JavaScript",201-500,Στον χώρο του εργοδότη,Ναι,Όχι,Αθήνα,,Άντρας,23000
8/11/2020 20:51:10,6-10,DevOps,"Python, Ruby, Go, Perl, Bash",501+,Στον χώρο του εργοδότη,Ναι,Όχι,Αθήνα,,Άντρας,28000
8/11/2020 22:12:22,1-3,Desktop apps,Java,<10,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,15000
8/12/2020 0:22:42,1-3,"Mobile apps, Desktop apps",Java,11-50,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,15800
8/12/2020 1:33:35,6-10,Mobile apps,"Java, Kotlin",201-500,Στον χώρο του εργοδότη,Ναι,Όχι,Αθήνα,,Άντρας,30600
8/12/2020 2:03:21,11+,"Backend, Frontend","Java, JavaScript",501+,Στον χώρο του εργοδότη,Ναι,Όχι,Αθήνα,,Άντρας,57000
8/12/2020 15:21:36,1-3,Backend,Java,201-500,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,16200
8/12/2020 16:17:03,4-5,"Backend, Frontend","Java, JavaScript",51-100,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,20800
8/12/2020 17:21:59,6-10,Mobile apps,Kotlin,201-500,Στον χώρο του εργοδότη,Ναι,Όχι,Αθήνα,,Άντρας,27200
8/12/2020 18:25:44,1-3,DevOps,"Python, Ruby, Bash",101-200,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,16700
8/12/2020 19:23:50,4-5,"Mobile apps, Desktop apps",Java,11-50,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,19400
8/13/2020 2:49:47,1-3,DevOps,"Python, Bash",101-200,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,16000
8/13/2020 3:23:56,4-5,"Backend, Frontend","Java, JavaScript",11-50,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,21500
8/13/2020 14:49:16,1-3,Desktop apps,Java,11-50,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,14500
8/13/2020 15:32:42,6-10,"Backend, Frontend","Java, JavaScript",201-500,Στον χώρο του εργοδότη,Ναι,Όχι,Αθήνα,,Άντρας,24000
8/13/2020 16:14:57,4-5,Mobile apps,Java,11-50,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,20500
8/13/2020 17:40:56,1-3,Backend,Java,501+,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,16000
8/13/2020 18:50:30,1-3,Mobile apps,Kotlin,51-100,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,17000
8/13/2020 20:57:18,6-10,"DevOps, Backend","Java, Python, Ruby",51-100,Στον χώρο του εργοδότη,Ναι,Όχι,Αθήνα,,Άντρας,24500
8/13/2020 22:28:45,1-3,DevOps,"Python, Ruby, Go",501+,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,17300
8/14/2020 0:43:31,4-5,Backend,Java,201-500,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,23000
8/14/2020 2:11:20,1-3,Mobile apps,Java,51-100,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,15600
8/14/2020 2:52:34,4-5,"Backend, Frontend","Java, Python, JavaScript",201-500,Στον χώρο του εργοδότη,Ναι,Όχι,Αθήνα,,Άντρας,18700
8/14/2020 14:32:25,1-3,Backend,Java,101-200,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,15250
8/14/2020 17:52:25,1-3,Desktop apps,C#,11-50,Στον χώρο του εργοδότη,Όχι,Ναι,Αθήνα,,,13000
8/14/2020 22:42:07,6-10,"Backend, Frontend","Python, Ruby",201-500,Και τα δύο,Ναι,Ναι,Αθήνα,Αθήνα,Άντρας,32200
8/15/2020 1:22:01,1-3,Security DevOp,"Java, C, Python, Ruby, Go",201-500,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,21000
8/15/2020 2:32:05,Δε δουλεύω ακόμα,"Frontend, Mobile apps, Desktop apps","Java, C, C++, JavaScript, Kotlin",<10,Στον χώρο του εργοδότη,Όχι,,Αθήνα,,Άντρας,15000
8/15/2020 14:34:42,4-5,Mobile apps,Kotlin,201-500,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,,19700
8/15/2020 16:27:24,6-10,Backend,Java,201-500,Στον χώρο του εργοδότη,Ναι,Όχι,Αθήνα,,Άντρας,25000
8/16/2020 18:40:07,4-5,"Backend, Frontend","Python, JavaScript",11-50,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,19700
8/16/2020 21:21:35,1-3,Backend,Java,101-200,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,15800
8/17/2020 1:21:25,6-10,"Backend, Frontend, Desktop apps","Java, JavaScript",11-50,Στον χώρο του εργοδότη,Ναι,Όχι,Αθήνα,,Άντρας,27200
8/17/2020 11:11:55,1-3,Mobile apps,Kotlin,11-50,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,15000
8/17/2020 13:01:32,11+,Frontend,JavaScript,51-100,Στον χώρο του εργοδότη,Ναι,Ναι,Θεσσαλονίκη,Θεσσαλονίκη,Άντρας,30000
8/17/2020 13:16:32,4-5,DevOps,"Python, Ruby, Bash",201-500,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,20000
8/17/2020 15:26:37,6-10,"Mobile apps, Desktop apps","Java, JavaScript, Kotlin",51-100,Στον χώρο του εργοδότη,Ναι,Όχι,Αθήνα,,Άντρας,28300
8/17/2020 19:07:31,1-3,Backend,Java,51-100,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,16400
8/17/2020 23:00:17,6-10,"DevOps, Backend, Frontend","Java, Python, JavaScript, Bash",51-100,Στον χώρο του εργοδότη,Ναι,Όχι,Αθήνα,,Άντρας,26000
8/18/2020 0:44:55,11+,"DevOps, Backend","Java, Python, Bash",501+,Στον χώρο του εργοδότη,Ναι,Όχι,Αθήνα,,Άντρας,44000
8/18/2020 2:01:38,4-5,Desktop apps,Java,11-50,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,20000
8/18/2020 14:52:00,4-5,Mobile apps,Kotlin,201-500,Στον χώρο του εργοδότη,Ναι,Όχι,Αθήνα,,Άντρας,19000
8/18/2020 16:50:52,1-3,Desktop apps,Java,51-100,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,15000
8/18/2020 20:22:26,1-3,DevOps,"Python, Ruby, Go",501+,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,15500
8/18/2020 23:03:54,1-3,Desktop apps,Java,11-50,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,15600
8/19/2020 1:51:48,1-3,Mobile apps,Java,<10,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,14500
8/19/2020 12:35:39,4-5,DevOps,Python,101-200,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,18800
8/19/2020 14:34:48,4-5,"DevOps, Backend, Frontend","Java, Python, JavaScript, Bash",51-100,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,22000
8/19/2020 15:48:07,4-5,"DevOps, Backend",PHP,11-50,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,Αθήνα,Άντρας,9.6
8/19/2020 17:00:40,11+,"DevOps, Backend, Desktop apps","Java, Python, Ruby, Bash",11-50,Στον χώρο του εργοδότη,Ναι,Όχι,Αθήνα,,,57000
8/19/2020 18:47:50,1-3,Backend,Java,201-500,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,16000
8/19/2020 21:47:50,1-3,"Backend, Frontend","Java, JavaScript",201-500,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,17000
8/20/2020 0:49:29,4-5,Mobile apps,Kotlin,201-500,Στον χώρο του εργοδότη,Ναι,Όχι,Αθήνα,,Άντρας,22500
8/20/2020 15:10:51,1-3,Backend,Java,201-500,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,15800
