TimeStamp,YearsExperience,DevelopmentType,ProgrammingLanguages,CompanySize,WorkLocation,SuperivisionRole,WorkOutsideMainJob,CityLive,CityWork,Sex,NetSalary
8/13/2020 3:23:56,4-5,"Backend, Frontend","Java, JavaScript",11-50,At the employer,No,No,Athena,,Man,21500
8/13/2020 14:49:16,1-3,Desktop apps,Java,11-50,At the employer,No,No,Athena,,Man,14500
8/13/2020 15:32:42,6-10,"Backend, Frontend","Java, JavaScript",201-500,At the employer,Yes,No,Athena,,Man,24000
8/13/2020 16:14:57,4-5,Mobile apps,Java,11-50,At the employer,No,No,Athena,,Man,20500
8/13/2020 17:40:56,1-3,Backend,Java,501+,At the employer,No,No,Athena,,Man,16000
8/13/2020 18:50:30,1-3,Mobile apps,Kotlin,51-100,At the employer,No,No,Athena,,Man,17000
8/13/2020 20:57:18,6-10,"DevOps, Backend","Java, Python, Ruby",51-100,At the employer,Yes,No,Athena,,Man,24500
8/13/2020 22:28:45,1-3,DevOps,"Python, Ruby, Go",501+,At the employer,No,No,Athena,,Man,17300
8/14/2020 0:43:31,4-5,Backend,Java,201-500,At the employer,No,No,Athena,,Man,23000
8/14/2020 2:11:20,1-3,Mobile apps,Java,51-100,At the employer,No,No,Athena,,Man,15600
8/14/2020 2:52:34,4-5,"Backend, Frontend","Java, Python, JavaScript",201-500,At the employer,Yes,No,Athena,,Man,18700
8/14/2020 14:32:25,1-3,Backend,Java,101-200,At the employer,No,No,Athena,,Man,15250
8/14/2020 17:52:25,1-3,Desktop apps,C#,11-50,At the employer,No,Yes,Athena,,,13000
8/14/2020 22:42:07,6-10,"Backend, Frontend","Python, Ruby",201-500,Both,Yes,Yes,Athena,Athena,Man,32200
8/15/2020 1:22:01,1-3,Security DevOp,"Java, C, Python, Ruby, Go",201-500,At the employer,No,No,Athena,,Man,21000
8/15/2020 2:32:05,I'm not working yet,"Frontend, Mobile apps, Desktop apps","Java, C, C++, JavaScript, Kotlin",<10,At the employer,No,,Athena,,Man,15000
8/15/2020 14:34:42,4-5,Mobile apps,Kotlin,201-500,At the employer,No,No,Athena,,,19700
8/15/2020 16:27:24,6-10,Backend,Java,201-500,At the employer,Yes,No,Athena,,Man,25000
8/16/2020 18:40:07,4-5,"Backend, Frontend","Python, JavaScript",11-50,At the employer,No,No,Athena,,Man,19700
8/16/2020 21:21:35,1-3,Backend,Java,101-200,At the employer,No,No,Athena,,Man,15800
8/17/2020 1:21:25,6-10,"Backend, Frontend, Desktop apps","Java, JavaScript",11-50,At the employer,Yes,No,Athena,,Man,27200
8/17/2020 11:11:55,1-3,Mobile apps,Kotlin,11-50,At the employer,No,No,Athena,,Man,15000
8/17/2020 13:01:32,11+,Frontend,JavaScript,51-100,At the employer,Yes,Yes,Thessaloniki,Thessaloniki,Man,30000
8/17/2020 13:16:32,4-5,DevOps,"Python, Ruby, Bash",201-500,At the employer,No,No,Athena,,Man,20000
8/17/2020 15:26:37,6-10,"Mobile apps, Desktop apps","Java, JavaScript, Kotlin",51-100,At the employer,Yes,No,Athena,,Man,28300
8/17/2020 19:07:31,1-3,Backend,Java,51-100,At the employer,No,No,Athena,,Man,16400
8/17/2020 23:00:17,6-10,"DevOps, Backend, Frontend","Java, Python, JavaScript, Bash",51-100,At the employer,Yes,No,Athena,,Man,26000
8/18/2020 0:44:55,11+,"DevOps, Backend","Java, Python, Bash",501+,At the employer,Yes,No,Athena,,Man,44000
8/18/2020 2:01:38,4-5,Desktop apps,Java,11-50,At the employer,No,No,Athena,,Man,20000
8/18/2020 14:52:00,4-5,Mobile apps,Kotlin,201-500,At the employer,Yes,No,Athena,,Man,19000
8/18/2020 16:50:52,1-3,Desktop apps,Java,51-100,At the employer,No,No,Athena,,Man,15000
8/18/2020 20:22:26,1-3,DevOps,"Python, Ruby, Go",501+,At the employer,No,No,Athena,,Man,15500
8/18/2020 23:03:54,1-3,Desktop apps,Java,11-50,At the employer,No,No,Athena,,Man,15600
8/19/2020 1:51:48,1-3,Mobile apps,Java,<10,At the employer,No,No,Athena,,Man,14500
8/19/2020 12:35:39,4-5,DevOps,Python,101-200,At the employer,No,No,Athena,,Man,18800
8/19/2020 14:34:48,4-5,"DevOps, Backend, Frontend","Java, Python, JavaScript, Bash",51-100,At the employer,No,No,Athena,,Man,22000
8/19/2020 15:48:07,4-5,"DevOps, Backend",PHP,11-50,At the employer,No,No,Athena,Athena,Man,9.6
8/19/2020 17:00:40,11+,"DevOps, Backend, Desktop apps","Java, Python, Ruby, Bash",11-50,At the employer,Yes,No,Athena,,,57000
8/19/2020 18:47:50,1-3,Backend,Java,201-500,At the employer,No,No,Athena,,Man,16000
8/19/2020 21:47:50,1-3,"Backend, Frontend","Java, JavaScript",201-500,At the employer,No,No,Athena,,Man,17000
8/20/2020 0:49:29,4-5,Mobile apps,Kotlin,201-500,At the employer,Yes,No,Athena,,Man,22500
8/20/2020 15:10:51,1-3,Backend,Java,201-500,At the employer,No,No,Athena,,Man,15800
8/20/2020 16:01:15,4-5,DevOps,"Python, Ruby, Bash",501+,At the employer,Yes,No,Athena,,Man,21700
8/21/2020 0:00:38,4-5,Mobile apps,"C++, Python, JavaScript, PHP, Ruby",<10,Both,Yes,Yes,Athena,Athena,Man,19600
8/21/2020 18:40:43,1-3,Mobile apps,Java,11-50,At the employer,No,No,Athena,,Man,15300
8/21/2020 19:00:23,4-5,"Backend, Frontend","Java, JavaScript",201-500,At the employer,Yes,No,Athena,,Man,20000
8/21/2020 22:07:44,4-5,DevOps,Python,501+,At the employer,Yes,No,Athena,,Man,22000
8/22/2020 1:26:59,6-10,Mobile apps,"Java, Kotlin",201-500,At the employer,Yes,No,Athena,,Man,35000
8/22/2020 15:00:45,1-3,Backend,Java,201-500,At the employer,No,No,Athena,,Man,15000
8/22/2020 17:03:54,4-5,DevOps,"Python, Ruby, Go",501+,At the employer,No,No,Athena,,Man,20500
8/22/2020 18:22:15,1-3,AI / ML,Python,51-100,At the employer,No,No,Athena,,Man,20000
8/22/2020 20:41:48,6-10,Desktop apps,Java,11-50,At the employer,Yes,No,Athena,,Man,28300
8/22/2020 23:08:05,1-3,"Backend, Frontend","Java, JavaScript",201-500,At the employer,No,No,Athena,,Man,16000
8/23/2020 0:27:10,4-5,AI / ML,"Python, R",101-200,At the employer,No,No,Athena,,Man,25500
8/23/2020 15:42:46,1-3,"DevOps, Backend","Java, Python",201-500,At the employer,No,No,Athena,,Man,16400
8/23/2020 18:05:36,4-5,"DevOps, Backend, Frontend",JavaScript,11-50,At the employer,Yes,No,Athena,Athena,Man,15000
8/23/2020 19:27:12,4-5,"Backend, Frontend","Java, JavaScript",11-50,At the employer,No,No,Athena,,Man,19500
8/24/2020 17:16:00,1-3,Backend,Python,201-500,At the employer,No,No,Athena,,Man,15800
8/24/2020 18:17:26,4-5,"Backend, Frontend","Java, Python, JavaScript",11-50,At the employer,No,No,Athena,,Man,20000
8/24/2020 19:45:27,1-3,Mobile apps,Java,11-50,At the employer,No,No,Athena,,Man,15400
8/25/2020 0:55:34,6-10,"DevOps, Backend, Frontend, Desktop apps","Java, Python, JavaScript",11-50,At the employer,Yes,No,Athena,,Man,25700
8/25/2020 13:56:25,1-3,DevOps,"Python, Go",501+,At the employer,No,No,Athena,,Man,17000
8/25/2020 16:18:39,4-5,AI / ML,Python,51-100,At the employer,No,No,Athena,,Man,20500
8/25/2020 19:31:12,6-10,"DevOps, Backend","Java, Python",11-50,At the employer,Yes,No,Athena,,Man,27000
8/26/2020 0:52:14,1-3,Backend,Java,201-500,At the employer,No,No,Athena,,Man,15200
8/26/2020 1:39:01,4-5,DevOps,R,<10,Both,No,No,Athena,Athena,Man,20000
8/26/2020 14:22:02,4-5,Mobile apps,Kotlin,201-500,At the employer,No,No,Athena,,Man,19000
8/26/2020 16:40:49,6-10,AI / ML,"Java, Python, Scala",11-50,At the employer,Yes,No,Athena,,Man,53000
8/26/2020 19:35:22,4-5,DevOps,"Python, Ruby",501+,At the employer,No,No,Athena,,Man,22000
8/26/2020 23:26:25,1-3,Desktop apps,Java,101-200,At the employer,No,No,Athena,,Man,14800
8/27/2020 12:04:46,4-5,Backend,Java,101-200,At the employer,No,No,Athena,,Man,22000
8/27/2020 12:24:56,1-3,Magento,"JavaScript, PHP",11-50,Both,No,Yes,Thessaloniki,Thessaloniki,Man,10000
8/27/2020 17:00:52,6-10,Backend,Java,101-200,At the employer,Yes,No,Athena,,Man,38000
8/28/2020 10:58:45,4-5,"Backend, Frontend","Java, JavaScript",51-100,At the employer,Yes,No,Athena,,Man,23000
8/28/2020 14:14:32,6-10,"Backend, Frontend","Java, JavaScript",201-500,At the employer,Yes,No,Athena,,Man,35000
8/28/2020 16:20:08,4-5,DevOps,"Python, Ruby, Go",501+,At the employer,No,No,Athena,,Man,21500
8/28/2020 18:36:55,1-3,Desktop apps,Java,<10,At the employer,No,No,Athena,,Man,15000
8/28/2020 21:37:50,6-10,Backend,Java,101-200,At the employer,Yes,No,Athena,,Man,38000
8/28/2020 23:10:49,11+,"DevOps, Backend, Frontend, Mobile apps, Desktop apps","Java, Python, JavaScript",<10,Both,Yes,Yes,Athena,,Man,80000
8/29/2020 11:58:35,1-3,Mobile apps,"Java, PHP, Swift",11-50,At the employer,No,Yes,Athena,Athena,Man,12825
8/29/2020 14:46:08,1-3,Backend,Java,11-50,At the employer,No,No,Athena,,Man,13000
8/29/2020 18:47:41,1-3,DevOps,"Python, Go, Bash",101-200,At the employer,No,No,Athena,,Man,17000
8/29/2020 19:48:16,4-5,Mobile apps,"Java, Kotlin",201-500,At the employer,Yes,No,Athena,,Man,21500
8/29/2020 22:25:16,6-10,AI / ML,"Java, Python, R, Scala",11-50,At the employer,Yes,No,Athena,,,38000
8/31/2020 15:49:39,1-3,"Backend, Frontend","Java, JavaScript",101-200,At the employer,No,No,Athena,,Man,16500
8/31/2020 21:18:16,4-5,Desktop apps,Java,201-500,At the employer,Yes,No,Athena,,Man,24000
9/1/2020 10:04:37,6-10,DevOps,"Python, Go",501+,At the employer,Yes,No,Athena,,Man,37000
9/1/2020 11:21:21,1-3,Desktop apps,Java,<10,At the employer,No,No,Athena,,Man,15400
9/1/2020 16:11:59,4-5,Mobile apps,Java,11-50,At the employer,No,No,Athena,,Man,23500
9/1/2020 18:26:41,1-3,Desktop apps,Java,51-100,At the employer,No,No,Athena,,Man,14800
9/1/2020 18:28:00,1-3,Frontend,JavaScript,51-100,At the employer,No,No,Athena,Athena,Man,8200
9/1/2020 19:19:30,4-5,"DevOps, Backend","C++, Python",201-500,Both,No,Yes,Munich,Munich,Man,48000
9/1/2020 21:32:30,4-5,Backend,Java,201-500,At the employer,Yes,No,Athena,,Man,30000
9/1/2020 23:32:01,I'm not working yet,Frontend,"JavaScript, PHP",<10,Both,No,,Athena,Athena,Man,700
9/1/2020 23:39:45,I'm not working yet,DevOps,"Java, C#",11-50,At the employer,No,No,Thessaloniki,Thessaloniki,Man,20000
9/2/2020 0:04:58,1-3,Backend,Java,501+,At the employer,No,No,Athena,,Man,18000
9/2/2020 1:08:27,11+,"DevOps, Backend, Frontend, Mobile apps, AI / ML","C#, Python, JavaScript",501+,Both,Yes,Yes,Athena,Athena,Man,"43000 + VAT mixed (how clean guys, in Greece with a block and the efka to change randomly, you do not get an edge)"
9/2/2020 9:48:54,4-5,"Backend, Frontend","Visual Basic .NET, JavaScript",101-200,At the employer,Yes,Yes,Athena,Athena,Man,1200
9/2/2020 12:05:31,1-3,Backend,Kotlin,101-200,Remote,No,No,Athena,Athena,Man,8500
9/2/2020 12:22:19,11+,Frontend,JavaScript,11-50,At the employer,No,No,Athena,,Man,42000 + 1450 (up hellas)
9/2/2020 12:29:22,1-3,Frontend,JavaScript,11-50,Both,No,Yes,Athena,Athena,Man,9800
9/2/2020 12:38:39,1-3,"Backend, Frontend, Desktop apps","C#, Visual Basic .NET, PL/SQL",101-200,At the employer,No,No,Athena,Athena,Man,14000
9/2/2020 12:39:39,1-3,AI / ML,Python,51-100,Both,No,No,Athena,Athena,Man,12600
9/2/2020 12:41:59,4-5,"Backend, Frontend","PHP, Ruby, Go",<10,Remote,Yes,Yes,Athena,Athena,Woman,"about 26,600"
9/2/2020 12:58:45,4-5,"Backend, Frontend","Python, JavaScript, PHP",101-200,Both,Yes,Yes,Athena,Athena,Woman,22000
9/2/2020 13:01:10,11+,"DevOps, Backend, Frontend","JavaScript, Ruby",11-50,Both,Yes,No,Amsterdam,Amsterdam,Man,66000
9/2/2020 13:53:22,6-10,"Backend, Frontend, Desktop apps","C#, JavaScript",11-50,Both,No,Yes,Stockholm,Stockholm,Man,38000
9/2/2020 14:20:54,1-3,Backend,"JavaScript, PHP",51-100,Remote,Yes,,Heraklion,,,7724
9/2/2020 14:31:02,1-3,"Backend, Frontend","C#, JavaScript",<10,Remote,No,Yes,Athena,Athena,Man,9000
9/2/2020 14:59:01,1-3,"Backend, Frontend","JavaScript, Node js",<10,Both,Yes,Yes,Thessaloniki,Thessaloniki,Man,12500
9/2/2020 16:11:58,11+,"Backend, Frontend",PHP,201-500,At the employer,No,Yes,Athena,,Man,21700
9/2/2020 17:47:19,1-3,"Backend, Frontend","Python, JavaScript",11-50,Both,No,No,Janina,Janina,Man,10500
9/2/2020 18:20:09,1-3,Backend,Java,11-50,At the employer,No,No,Athena,,Man,18500
9/2/2020 18:32:58,4-5,"DevOps, Backend, Frontend","Java, Python, JavaScript, Bash",51-100,At the employer,No,No,Athena,,Man,24500
9/2/2020 18:36:07,1-3,Desktop apps,C++,501+,Both,No,No,Athena,Athena,Man,13000
9/2/2020 18:49:28,1-3,Backend,PHP,51-100,At the employer,No,No,Thessaloniki,Thessaloniki,Man,18912
9/2/2020 19:20:25,6-10,"Backend, Frontend","Java, JavaScript",501+,At the employer,Yes,No,Athena,,Man,60000
9/2/2020 19:28:55,6-10,Backend,Python,11-50,Both,No,Yes,Serres,Thessaloniki,Man,17000
9/2/2020 19:42:21,6-10,Backend,"Java, C, JavaScript",101-200,At the employer,No,No,Athena,Athena,Man,22800
9/2/2020 19:53:25,1-3,"Backend, Frontend","JavaScript, PHP",11-50,At the employer,No,,Athena,Athena,Man,10800
9/2/2020 19:53:45,1-3,Mobile apps,Java,11-50,At the employer,No,No,Athena,,Man,18600
9/2/2020 20:02:20,4-5,DevOps,"Python, Ruby",101-200,At the employer,No,No,Athena,Athena,Man,22700
9/2/2020 21:56:13,1-3,Backend,PHP,11-50,Both,No,Yes,Athena,Athena,Man,17000
9/2/2020 22:19:06,11+,"DevOps, Backend, Frontend, Desktop apps","Java, Python, JavaScript",101-200,At the employer,Yes,No,Athena,,Man,65000
9/2/2020 23:46:31,1-3,Backend,Python,<10,Remote,No,Yes,Tripoli,Athena,Man,8040
9/3/2020 1:03:55,4-5,Desktop apps,Java,<10,At the employer,No,No,Athena,Athena,Man,17000
